soil_soc_0-5cm,soil_soc_5-15cm,soil_soc_15-30cm,soil_soc_30-60cm,soil_soc_60-100cm,soil_soc_100-200cm,soil_cec_0-5cm,soil_cec_5-15cm,soil_cec_15-30cm,soil_cec_30-60cm,soil_cec_60-100cm,soil_cec_100-200cm,soil_phh2o_0-5cm,soil_phh2o_5-15cm,soil_phh2o_15-30cm,soil_phh2o_30-60cm,soil_phh2o_60-100cm,soil_phh2o_100-200cm,soil_clay_0-5cm,soil_clay_5-15cm,soil_clay_15-30cm,soil_clay_30-60cm,soil_clay_60-100cm,soil_clay_100-200cm,soil_silt_0-5cm,soil_silt_5-15cm,soil_silt_15-30cm,soil_silt_30-60cm,soil_silt_60-100cm,soil_silt_100-200cm,soil_sand_0-5cm,soil_sand_5-15cm,soil_sand_15-30cm,soil_sand_30-60cm,soil_sand_60-100cm,soil_sand_100-200cm,soil_Longitude,soil_Latitude,soil_index_right,soil_Country,soil_soil_Longitude,soil_soil_Latitude,Country,Latitude,Longitude,PRECTOTCORR_-12.84,IMERG_PRECTOT_-12.84,PS_-12.84,WS2M_-12.84,WS2M_MAX_-12.84,DATE,PRECTOTCORR_-14.84,IMERG_PRECTOT_-14.84,PS_-14.84,WS2M_-14.84,WS2M_MAX_-14.84,PRECTOTCORR_-16.84,IMERG_PRECTOT_-16.84,PS_-16.84,WS2M_-16.84,WS2M_MAX_-16.84
112.0,79.0,60.0,41.0,30.0,24.0,90,88,89,96,96,100,65,64,63,65,65,65,297,322,295,300,301,296,363,355,367,359,366,361,341,323,338,341,333.0,343.0,-12.84029409238341,13.13032044555918,51.0,Senegal,-12.8403,13.1303,Gambia,13.13,-12.84,0.0,-999.0,100.21,1.17,2.39,2021-02-04,,,,,,,,,,
112.0,79.0,60.0,41.0,30.0,24.0,90,88,89,96,96,100,65,64,63,65,65,65,297,322,295,300,301,296,363,355,367,359,366,361,341,323,338,341,333.0,343.0,-12.84029409238341,13.13032044555918,51.0,Senegal,-12.8403,13.1303,Gambia,13.13,-12.84,0.0,-999.0,100.35,2.52,4.12,2021-02-05,,,,,,,,,,
112.0,79.0,60.0,41.0,30.0,24.0,90,88,89,96,96,100,65,64,63,65,65,65,297,322,295,300,301,296,363,355,367,359,366,361,341,323,338,341,333.0,343.0,-12.84029409238341,13.13032044555918,51.0,Senegal,-12.8403,13.1303,Gambia,13.13,-12.84,0.0,-999.0,100.54,3.23,5.01,2021-02-06,,,,,,,,,,
112.0,79.0,60.0,41.0,30.0,24.0,90,88,89,96,96,100,65,64,63,65,65,65,297,322,295,300,301,296,363,355,367,359,366,361,341,323,338,341,333.0,343.0,-12.84029409238341,13.13032044555918,51.0,Senegal,-12.8403,13.1303,Gambia,13.13,-12.84,0.0,-999.0,100.43,3.75,6.7,2021-02-07,,,,,,,,,,
112.0,79.0,60.0,41.0,30.0,24.0,90,88,89,96,96,100,65,64,63,65,65,65,297,322,295,300,301,296,363,355,367,359,366,361,341,323,338,341,333.0,343.0,-12.84029409238341,13.13032044555918,51.0,Senegal,-12.8403,13.1303,Gambia,13.13,-12.84,0.0,-999.0,100.26,3.23,5.55,2021-02-08,,,,,,,,,,
112.0,79.0,60.0,41.0,30.0,24.0,90,88,89,96,96,100,65,64,63,65,65,65,297,322,295,300,301,296,363,355,367,359,366,361,341,323,338,341,333.0,343.0,-12.84029409238341,13.13032044555918,51.0,Senegal,-12.8403,13.1303,Gambia,13.13,-12.84,0.0,-999.0,100.18,3.3,5.26,2021-02-09,,,,,,,,,,
112.0,79.0,60.0,41.0,30.0,24.0,90,88,89,96,96,100,65,64,63,65,65,65,297,322,295,300,301,296,363,355,367,359,366,361,341,323,338,341,333.0,343.0,-12.84029409238341,13.13032044555918,51.0,Senegal,-12.8403,13.1303,Gambia,13.13,-12.84,0.0,-999.0,100.21,3.39,5.16,2021-02-10,,,,,,,,,,
112.0,79.0,60.0,41.0,30.0,24.0,90,88,89,96,96,100,65,64,63,65,65,65,297,322,295,300,301,296,363,355,367,359,366,361,341,323,338,341,333.0,343.0,-12.84029409238341,13.13032044555918,51.0,Senegal,-12.8403,13.1303,Gambia,13.13,-12.84,0.0,-999.0,100.18,2.8,4.25,2021-02-11,,,,,,,,,,
112.0,79.0,60.0,41.0,30.0,24.0,90,88,89,96,96,100,65,64,63,65,65,65,297,322,295,300,301,296,363,355,367,359,366,361,341,323,338,341,333.0,343.0,-12.84029409238341,13.13032044555918,51.0,Senegal,-12.8403,13.1303,Gambia,13.13,-12.84,0.0,-999.0,100.06,3.04,4.52,2021-02-12,,,,,,,,,,
112.0,79.0,60.0,41.0,30.0,24.0,90,88,89,96,96,100,65,64,63,65,65,65,297,322,295,300,301,296,363,355,367,359,366,361,341,323,338,341,333.0,343.0,-12.84029409238341,13.13032044555918,51.0,Senegal,-12.8403,13.1303,Gambia,13.13,-12.84,0.0,-999.0,99.98,2.37,4.23,2021-02-13,,,,,,,,,,
112.0,79.0,60.0,41.0,30.0,24.0,90,88,89,96,96,100,65,64,63,65,65,65,297,322,295,300,301,296,363,355,367,359,366,361,341,323,338,341,333.0,343.0,-12.84029409238341,13.13032044555918,51.0,Senegal,-12.8403,13.1303,Gambia,13.13,-12.84,0.0,-999.0,99.96,1.44,3.08,2021-02-14,,,,,,,,,,
112.0,79.0,60.0,41.0,30.0,24.0,90,88,89,96,96,100,65,64,63,65,65,65,297,322,295,300,301,296,363,355,367,359,366,361,341,323,338,341,333.0,343.0,-12.84029409238341,13.13032044555918,51.0,Senegal,-12.8403,13.1303,Gambia,13.13,-12.84,0.0,-999.0,99.98,1.51,2.35,2021-02-15,,,,,,,,,,
112.0,79.0,60.0,41.0,30.0,24.0,90,88,89,96,96,100,65,64,63,65,65,65,297,322,295,300,301,296,363,355,367,359,366,361,341,323,338,341,333.0,343.0,-12.84029409238341,13.13032044555918,51.0,Senegal,-12.8403,13.1303,Gambia,13.13,-12.84,0.0,-999.0,100.09,1.53,2.71,2021-02-16,,,,,,,,,,
112.0,79.0,60.0,41.0,30.0,24.0,90,88,89,96,96,100,65,64,63,65,65,65,297,322,295,300,301,296,363,355,367,359,366,361,341,323,338,341,333.0,343.0,-12.84029409238341,13.13032044555918,51.0,Senegal,-12.8403,13.1303,Gambia,13.13,-12.84,0.0,-999.0,100.18,2.64,4.05,2021-02-17,,,,,,,,,,
112.0,79.0,60.0,41.0,30.0,24.0,90,88,89,96,96,100,65,64,63,65,65,65,297,322,295,300,301,296,363,355,367,359,366,361,341,323,338,341,333.0,343.0,-12.84029409238341,13.13032044555918,51.0,Senegal,-12.8403,13.1303,Gambia,13.13,-12.84,0.0,-999.0,100.24,2.74,4.99,2021-02-18,,,,,,,,,,
112.0,79.0,60.0,41.0,30.0,24.0,90,88,89,96,96,100,65,64,63,65,65,65,297,322,295,300,301,296,363,355,367,359,366,361,341,323,338,341,333.0,343.0,-12.84029409238341,13.13032044555918,51.0,Senegal,-12.8403,13.1303,Gambia,13.13,-12.84,0.0,-999.0,100.43,1.84,3.56,2021-02-19,,,,,,,,,,
112.0,79.0,60.0,41.0,30.0,24.0,90,88,89,96,96,100,65,64,63,65,65,65,297,322,295,300,301,296,363,355,367,359,366,361,341,323,338,341,333.0,343.0,-12.84029409238341,13.13032044555918,51.0,Senegal,-12.8403,13.1303,Gambia,13.13,-12.84,0.0,-999.0,100.38,3.32,4.6,2021-02-20,,,,,,,,,,
112.0,79.0,60.0,41.0,30.0,24.0,90,88,89,96,96,100,65,64,63,65,65,65,297,322,295,300,301,296,363,355,367,359,366,361,341,323,338,341,333.0,343.0,-12.84029409238341,13.13032044555918,51.0,Senegal,-12.8403,13.1303,Gambia,13.13,-12.84,0.0,-999.0,100.24,3.13,4.43,2021-02-21,,,,,,,,,,
112.0,79.0,60.0,41.0,30.0,24.0,90,88,89,96,96,100,65,64,63,65,65,65,297,322,295,300,301,296,363,355,367,359,366,361,341,323,338,341,333.0,343.0,-12.84029409238341,13.13032044555918,51.0,Senegal,-12.8403,13.1303,Gambia,13.13,-12.84,0.0,-999.0,100.17,3.92,5.98,2021-02-22,,,,,,,,,,
112.0,79.0,60.0,41.0,30.0,24.0,90,88,89,96,96,100,65,64,63,65,65,65,297,322,295,300,301,296,363,355,367,359,366,361,341,323,338,341,333.0,343.0,-12.84029409238341,13.13032044555918,51.0,Senegal,-12.8403,13.1303,Gambia,13.13,-12.84,0.0,-999.0,100.27,3.53,4.74,2021-02-23,,,,,,,,,,
112.0,79.0,60.0,41.0,30.0,24.0,90,88,89,96,96,100,65,64,63,65,65,65,297,322,295,300,301,296,363,355,367,359,366,361,341,323,338,341,333.0,343.0,-12.84029409238341,13.13032044555918,51.0,Senegal,-12.8403,13.1303,Gambia,13.13,-12.84,0.0,-999.0,100.33,3.39,4.95,2021-02-24,,,,,,,,,,
112.0,79.0,60.0,41.0,30.0,24.0,90,88,89,96,96,100,65,64,63,65,65,65,297,322,295,300,301,296,363,355,367,359,366,361,341,323,338,341,333.0,343.0,-12.84029409238341,13.13032044555918,51.0,Senegal,-12.8403,13.1303,Gambia,13.13,-12.84,0.0,-999.0,100.29,3.56,5.61,2021-02-25,,,,,,,,,,
112.0,79.0,60.0,41.0,30.0,24.0,90,88,89,96,96,100,65,64,63,65,65,65,297,322,295,300,301,296,363,355,367,359,366,361,341,323,338,341,333.0,343.0,-12.84029409238341,13.13032044555918,51.0,Senegal,-12.8403,13.1303,Gambia,13.13,-12.84,0.0,-999.0,100.27,4.35,6.85,2021-02-26,,,,,,,,,,
112.0,79.0,60.0,41.0,30.0,24.0,90,88,89,96,96,100,65,64,63,65,65,65,297,322,295,300,301,296,363,355,367,359,366,361,341,323,338,341,333.0,343.0,-12.84029409238341,13.13032044555918,51.0,Senegal,-12.8403,13.1303,Gambia,13.13,-12.84,0.0,-999.0,100.14,3.12,5.71,2021-02-27,,,,,,,,,,
112.0,79.0,60.0,41.0,30.0,24.0,90,88,89,96,96,100,65,64,63,65,65,65,297,322,295,300,301,296,363,355,367,359,366,361,341,323,338,341,333.0,343.0,-12.84029409238341,13.13032044555918,51.0,Senegal,-12.8403,13.1303,Gambia,13.13,-12.84,0.0,-999.0,100.06,2.22,4.07,2021-02-28,,,,,,,,,,
112.0,79.0,60.0,41.0,30.0,24.0,90,88,89,96,96,100,65,64,63,65,65,65,297,322,295,300,301,296,363,355,367,359,366,361,341,323,338,341,333.0,343.0,-12.84029409238341,13.13032044555918,51.0,Senegal,-12.8403,13.1303,Gambia,13.13,-12.84,0.0,-999.0,100.03,2.94,4.34,2021-03-01,,,,,,,,,,
112.0,79.0,60.0,41.0,30.0,24.0,90,88,89,96,96,100,65,64,63,65,65,65,297,322,295,300,301,296,363,355,367,359,366,361,341,323,338,341,333.0,343.0,-12.84029409238341,13.13032044555918,51.0,Senegal,-12.8403,13.1303,Gambia,13.13,-12.84,0.0,-999.0,99.97,3.88,5.45,2021-03-02,,,,,,,,,,
112.0,79.0,60.0,41.0,30.0,24.0,90,88,89,96,96,100,65,64,63,65,65,65,297,322,295,300,301,296,363,355,367,359,366,361,341,323,338,341,333.0,343.0,-12.84029409238341,13.13032044555918,51.0,Senegal,-12.8403,13.1303,Gambia,13.13,-12.84,0.0,-999.0,100.07,2.37,3.7,2021-03-03,,,,,,,,,,
112.0,79.0,60.0,41.0,30.0,24.0,90,88,89,96,96,100,65,64,63,65,65,65,297,322,295,300,301,296,363,355,367,359,366,361,341,323,338,341,333.0,343.0,-12.84029409238341,13.13032044555918,51.0,Senegal,-12.8403,13.1303,Gambia,13.13,-12.84,0.0,-999.0,100.01,2.56,4.34,2021-03-04,,,,,,,,,,
