soil_soc_0-5cm,soil_soc_5-15cm,soil_soc_15-30cm,soil_soc_30-60cm,soil_soc_60-100cm,soil_soc_100-200cm,soil_cec_0-5cm,soil_cec_5-15cm,soil_cec_15-30cm,soil_cec_30-60cm,soil_cec_60-100cm,soil_cec_100-200cm,soil_phh2o_0-5cm,soil_phh2o_5-15cm,soil_phh2o_15-30cm,soil_phh2o_30-60cm,soil_phh2o_60-100cm,soil_phh2o_100-200cm,soil_clay_0-5cm,soil_clay_5-15cm,soil_clay_15-30cm,soil_clay_30-60cm,soil_clay_60-100cm,soil_clay_100-200cm,soil_silt_0-5cm,soil_silt_5-15cm,soil_silt_15-30cm,soil_silt_30-60cm,soil_silt_60-100cm,soil_silt_100-200cm,soil_sand_0-5cm,soil_sand_5-15cm,soil_sand_15-30cm,soil_sand_30-60cm,soil_sand_60-100cm,soil_sand_100-200cm,soil_Longitude,soil_Latitude,soil_index_right,soil_Country,soil_soil_Longitude,soil_soil_Latitude,Country,Latitude,Longitude,PRECTOTCORR_-12.84,IMERG_PRECTOT_-12.84,PS_-12.84,WS2M_-12.84,WS2M_MAX_-12.84,DATE,PRECTOTCORR_-14.84,IMERG_PRECTOT_-14.84,PS_-14.84,WS2M_-14.84,WS2M_MAX_-14.84,PRECTOTCORR_-16.84,IMERG_PRECTOT_-16.84,PS_-16.84,WS2M_-16.84,WS2M_MAX_-16.84
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-04-30,0.0,-999.0,100.38,2.75,4.58,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-05-01,0.0,-999.0,100.29,2.62,4.07,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-05-02,0.0,-999.0,100.44,2.93,4.44,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-05-03,0.0,-999.0,100.42,3.06,4.55,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-05-04,0.0,-999.0,100.47,2.6,4.31,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-05-05,0.0,-999.0,100.54,2.93,4.12,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-05-06,0.0,-999.0,100.53,2.49,5.31,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-05-07,0.0,-999.0,100.67,2.35,4.09,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-05-08,0.0,-999.0,100.66,2.02,4.09,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-05-09,0.0,-999.0,100.65,2.48,3.9,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-05-10,0.0,-999.0,100.56,2.09,3.4,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-05-11,0.0,-999.0,100.58,2.93,4.73,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-05-12,0.2,-999.0,100.73,2.87,4.84,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-05-13,0.1,-999.0,100.56,2.81,4.39,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-05-14,0.0,-999.0,100.27,3.16,4.54,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-05-15,0.0,-999.0,100.46,2.91,4.91,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-05-16,0.0,-999.0,100.57,2.49,3.96,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-05-17,0.0,-999.0,100.44,2.54,3.58,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-05-18,0.0,-999.0,100.44,3.16,5.42,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-05-19,0.03,-999.0,100.59,2.65,3.8,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-05-20,0.52,-999.0,100.69,2.85,4.53,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-05-21,0.0,-999.0,100.67,2.1,3.53,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-05-22,0.0,-999.0,100.68,2.09,3.23,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-05-23,0.0,-999.0,100.75,2.3,3.95,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-05-24,0.0,-999.0,100.63,2.43,3.91,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-05-25,0.0,-999.0,100.63,2.27,5.16,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-05-26,0.0,-999.0,100.68,2.6,3.99,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-05-27,0.0,-999.0,100.5,1.89,3.07,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-05-28,0.0,-999.0,100.46,2.2,3.77,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-05-29,0.0,-999.0,100.49,2.66,4.47,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-05-30,0.0,-999.0,100.42,2.58,3.86,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-05-31,0.21,-999.0,100.58,2.63,3.7,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-06-01,0.12,-999.0,100.58,2.92,4.06,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-06-02,0.0,-999.0,100.51,2.52,4.28,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-06-03,0.0,-999.0,100.57,2.58,3.92,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-06-04,0.0,-999.0,100.5,2.21,4.56,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-06-05,0.07,-999.0,100.55,3.02,4.73,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-06-06,0.0,-999.0,100.41,2.95,4.22,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-06-07,0.93,-999.0,100.42,3.03,3.94,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-06-08,5.05,-999.0,100.54,2.21,3.97,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-06-09,9.56,-999.0,100.65,2.26,4.02,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-06-10,1.9,-999.0,100.53,2.08,3.22,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-06-11,42.78,-999.0,100.64,1.22,3.16,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-06-12,6.0,-999.0,100.77,1.2,2.29,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-06-13,19.05,-999.0,100.83,2.68,3.98,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-06-14,2.82,-999.0,100.81,2.35,3.09,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-06-15,1.19,-999.0,100.89,2.26,4.14,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-06-16,2.27,-999.0,100.83,2.17,3.07,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-06-17,0.38,-999.0,100.85,2.09,2.8,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-06-18,0.27,-999.0,100.82,2.61,3.23,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-06-19,0.01,-999.0,100.77,2.94,3.62,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-06-20,0.02,-999.0,100.74,2.62,4.05,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-06-21,4.73,-999.0,100.82,2.11,3.19,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-06-22,4.29,-999.0,100.84,1.74,3.2,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-06-23,1.51,-999.0,100.6,3.06,4.18,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-06-24,2.87,-999.0,100.51,2.0,2.65,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-06-25,11.02,-999.0,100.76,3.09,4.93,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-06-26,22.46,-999.0,100.78,1.86,2.4,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-06-27,5.13,-999.0,100.7,1.33,2.7,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-06-28,9.41,-999.0,100.77,1.69,2.2,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-06-29,6.25,-999.0,100.84,2.29,3.41,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-06-30,4.85,-999.0,100.87,2.14,3.08,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-07-01,3.57,-999.0,100.92,1.21,2.66,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-07-02,27.6,-999.0,100.96,1.37,2.08,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-07-03,5.41,-999.0,100.99,2.54,3.28,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-07-04,0.81,-999.0,100.82,2.77,4.32,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-07-05,5.54,-999.0,100.94,1.8,2.88,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-07-06,5.54,-999.0,100.9,1.27,2.15,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-07-07,4.11,-999.0,100.76,1.56,2.36,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-07-08,1.73,-999.0,100.73,2.69,3.15,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-07-09,3.39,-999.0,100.7,2.52,3.67,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-07-10,8.27,-999.0,100.68,2.27,3.73,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-07-11,5.89,-999.0,100.82,1.45,2.5,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-07-12,10.37,-999.0,100.91,0.97,2.27,,,,,
56.0,45.0,37.0,50.0,32.0,26.0,68,61,62,62,64,70,73,72,72,71,71,71,135,129,149,155,166,168,116,120,119,116,115,114,749,751,732,729,719.0,718.0,-14.839045599549346,13.13032044555918,51.0,Senegal,-14.839,13.1303,Gambia,13.13,-14.84,,,,,,2021-07-13,3.53,-999.0,100.83,1.92,3.06,,,,,
