soil_soc_0-5cm,soil_soc_5-15cm,soil_soc_15-30cm,soil_soc_30-60cm,soil_soc_60-100cm,soil_soc_100-200cm,soil_cec_0-5cm,soil_cec_5-15cm,soil_cec_15-30cm,soil_cec_30-60cm,soil_cec_60-100cm,soil_cec_100-200cm,soil_phh2o_0-5cm,soil_phh2o_5-15cm,soil_phh2o_15-30cm,soil_phh2o_30-60cm,soil_phh2o_60-100cm,soil_phh2o_100-200cm,soil_clay_0-5cm,soil_clay_5-15cm,soil_clay_15-30cm,soil_clay_30-60cm,soil_clay_60-100cm,soil_clay_100-200cm,soil_silt_0-5cm,soil_silt_5-15cm,soil_silt_15-30cm,soil_silt_30-60cm,soil_silt_60-100cm,soil_silt_100-200cm,soil_sand_0-5cm,soil_sand_5-15cm,soil_sand_15-30cm,soil_sand_30-60cm,soil_sand_60-100cm,soil_sand_100-200cm,soil_Longitude,soil_Latitude,soil_index_right,soil_Country,soil_soil_Longitude,soil_soil_Latitude,Country,Latitude,Longitude,PRECTOTCORR_-0.16999999999999993,IMERG_PRECTOT_-0.16999999999999993,PS_-0.16999999999999993,WS2M_-0.16999999999999993,WS2M_MAX_-0.16999999999999993,DATE,WS10M_RANGE_-0.17,WD10M_-0.17,GWETTOP_-0.17,GWETROOT_-0.17,GWETPROF_-0.17,PRECTOTCORR_-10.17,IMERG_PRECTOT_-10.17,PS_-10.17,WS2M_-10.17,WS2M_MAX_-10.17,PRECTOTCORR_-12.17,IMERG_PRECTOT_-12.17,PS_-12.17,WS2M_-12.17,WS2M_MAX_-12.17,PRECTOTCORR_-2.17,IMERG_PRECTOT_-2.17,PS_-2.17,WS2M_-2.17,WS2M_MAX_-2.17,PRECTOTCORR_-4.17,IMERG_PRECTOT_-4.17,PS_-4.17,WS2M_-4.17,WS2M_MAX_-4.17,PRECTOTCORR_-6.17,IMERG_PRECTOT_-6.17,PS_-6.17,WS2M_-6.17,WS2M_MAX_-6.17,PRECTOTCORR_-8.17,IMERG_PRECTOT_-8.17,PS_-8.17,WS2M_-8.17,WS2M_MAX_-8.17,PRECTOTCORR_1.83,IMERG_PRECTOT_1.83,PS_1.83,WS2M_1.83,WS2M_MAX_1.83,PRECTOTCORR_3.83,IMERG_PRECTOT_3.83,PS_3.83,WS2M_3.83,WS2M_MAX_3.83,PRECTOTCORR_5.83,IMERG_PRECTOT_5.83,PS_5.83,WS2M_5.83,WS2M_MAX_5.83
307.0,217.0,121.0,94.0,86.0,85.0,143,140,137,140,140,140,60,59,58,58,58,59,238,278,323,369,379,376,315,298,285,267,264,265,447,424,392,364,357.0,359.0,-10.241917133067693,12.100297155615506,52.0,Mali,-10.2419,12.1003,Mali,12.1,-10.17,,,,,,2021-01-11,,,,,,0.0,-999.0,96.06,3.18,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,217.0,121.0,94.0,86.0,85.0,143,140,137,140,140,140,60,59,58,58,58,59,238,278,323,369,379,376,315,298,285,267,264,265,447,424,392,364,357.0,359.0,-10.241917133067693,12.100297155615506,52.0,Mali,-10.2419,12.1003,Mali,12.1,-10.17,,,,,,2021-01-12,,,,,,0.0,-999.0,96.19,2.56,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,217.0,121.0,94.0,86.0,85.0,143,140,137,140,140,140,60,59,58,58,58,59,238,278,323,369,379,376,315,298,285,267,264,265,447,424,392,364,357.0,359.0,-10.241917133067693,12.100297155615506,52.0,Mali,-10.2419,12.1003,Mali,12.1,-10.17,,,,,,2021-01-13,,,,,,0.0,-999.0,96.27,2.84,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,217.0,121.0,94.0,86.0,85.0,143,140,137,140,140,140,60,59,58,58,58,59,238,278,323,369,379,376,315,298,285,267,264,265,447,424,392,364,357.0,359.0,-10.241917133067693,12.100297155615506,52.0,Mali,-10.2419,12.1003,Mali,12.1,-10.17,,,,,,2021-01-14,,,,,,0.0,-999.0,96.23,2.7,4.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,217.0,121.0,94.0,86.0,85.0,143,140,137,140,140,140,60,59,58,58,58,59,238,278,323,369,379,376,315,298,285,267,264,265,447,424,392,364,357.0,359.0,-10.241917133067693,12.100297155615506,52.0,Mali,-10.2419,12.1003,Mali,12.1,-10.17,,,,,,2021-01-15,,,,,,0.0,-999.0,96.2,2.85,5.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,217.0,121.0,94.0,86.0,85.0,143,140,137,140,140,140,60,59,58,58,58,59,238,278,323,369,379,376,315,298,285,267,264,265,447,424,392,364,357.0,359.0,-10.241917133067693,12.100297155615506,52.0,Mali,-10.2419,12.1003,Mali,12.1,-10.17,,,,,,2021-01-16,,,,,,0.0,-999.0,96.12,3.12,5.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,217.0,121.0,94.0,86.0,85.0,143,140,137,140,140,140,60,59,58,58,58,59,238,278,323,369,379,376,315,298,285,267,264,265,447,424,392,364,357.0,359.0,-10.241917133067693,12.100297155615506,52.0,Mali,-10.2419,12.1003,Mali,12.1,-10.17,,,,,,2021-01-17,,,,,,0.0,-999.0,96.15,3.0,5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,217.0,121.0,94.0,86.0,85.0,143,140,137,140,140,140,60,59,58,58,58,59,238,278,323,369,379,376,315,298,285,267,264,265,447,424,392,364,357.0,359.0,-10.241917133067693,12.100297155615506,52.0,Mali,-10.2419,12.1003,Mali,12.1,-10.17,,,,,,2021-01-18,,,,,,0.0,-999.0,96.2,2.39,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,217.0,121.0,94.0,86.0,85.0,143,140,137,140,140,140,60,59,58,58,58,59,238,278,323,369,379,376,315,298,285,267,264,265,447,424,392,364,357.0,359.0,-10.241917133067693,12.100297155615506,52.0,Mali,-10.2419,12.1003,Mali,12.1,-10.17,,,,,,2021-01-19,,,,,,0.0,-999.0,96.2,2.44,5.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,217.0,121.0,94.0,86.0,85.0,143,140,137,140,140,140,60,59,58,58,58,59,238,278,323,369,379,376,315,298,285,267,264,265,447,424,392,364,357.0,359.0,-10.241917133067693,12.100297155615506,52.0,Mali,-10.2419,12.1003,Mali,12.1,-10.17,,,,,,2021-01-20,,,,,,0.0,-999.0,96.15,2.61,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,217.0,121.0,94.0,86.0,85.0,143,140,137,140,140,140,60,59,58,58,58,59,238,278,323,369,379,376,315,298,285,267,264,265,447,424,392,364,357.0,359.0,-10.241917133067693,12.100297155615506,52.0,Mali,-10.2419,12.1003,Mali,12.1,-10.17,,,,,,2021-01-21,,,,,,0.0,-999.0,96.19,3.53,6.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,217.0,121.0,94.0,86.0,85.0,143,140,137,140,140,140,60,59,58,58,58,59,238,278,323,369,379,376,315,298,285,267,264,265,447,424,392,364,357.0,359.0,-10.241917133067693,12.100297155615506,52.0,Mali,-10.2419,12.1003,Mali,12.1,-10.17,,,,,,2021-01-22,,,,,,0.0,-999.0,96.28,2.83,5.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,217.0,121.0,94.0,86.0,85.0,143,140,137,140,140,140,60,59,58,58,58,59,238,278,323,369,379,376,315,298,285,267,264,265,447,424,392,364,357.0,359.0,-10.241917133067693,12.100297155615506,52.0,Mali,-10.2419,12.1003,Mali,12.1,-10.17,,,,,,2021-01-23,,,,,,0.0,-999.0,96.22,2.61,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,217.0,121.0,94.0,86.0,85.0,143,140,137,140,140,140,60,59,58,58,58,59,238,278,323,369,379,376,315,298,285,267,264,265,447,424,392,364,357.0,359.0,-10.241917133067693,12.100297155615506,52.0,Mali,-10.2419,12.1003,Mali,12.1,-10.17,,,,,,2021-01-24,,,,,,0.0,-999.0,96.13,2.56,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,217.0,121.0,94.0,86.0,85.0,143,140,137,140,140,140,60,59,58,58,58,59,238,278,323,369,379,376,315,298,285,267,264,265,447,424,392,364,357.0,359.0,-10.241917133067693,12.100297155615506,52.0,Mali,-10.2419,12.1003,Mali,12.1,-10.17,,,,,,2021-01-25,,,,,,0.0,-999.0,96.13,2.42,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,217.0,121.0,94.0,86.0,85.0,143,140,137,140,140,140,60,59,58,58,58,59,238,278,323,369,379,376,315,298,285,267,264,265,447,424,392,364,357.0,359.0,-10.241917133067693,12.100297155615506,52.0,Mali,-10.2419,12.1003,Mali,12.1,-10.17,,,,,,2021-01-26,,,,,,0.0,-999.0,96.14,2.38,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,217.0,121.0,94.0,86.0,85.0,143,140,137,140,140,140,60,59,58,58,58,59,238,278,323,369,379,376,315,298,285,267,264,265,447,424,392,364,357.0,359.0,-10.241917133067693,12.100297155615506,52.0,Mali,-10.2419,12.1003,Mali,12.1,-10.17,,,,,,2021-01-27,,,,,,0.0,-999.0,96.09,2.68,5.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,217.0,121.0,94.0,86.0,85.0,143,140,137,140,140,140,60,59,58,58,58,59,238,278,323,369,379,376,315,298,285,267,264,265,447,424,392,364,357.0,359.0,-10.241917133067693,12.100297155615506,52.0,Mali,-10.2419,12.1003,Mali,12.1,-10.17,,,,,,2021-01-28,,,,,,0.0,-999.0,96.1,2.32,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,217.0,121.0,94.0,86.0,85.0,143,140,137,140,140,140,60,59,58,58,58,59,238,278,323,369,379,376,315,298,285,267,264,265,447,424,392,364,357.0,359.0,-10.241917133067693,12.100297155615506,52.0,Mali,-10.2419,12.1003,Mali,12.1,-10.17,,,,,,2021-01-29,,,,,,0.0,-999.0,96.15,1.76,4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,217.0,121.0,94.0,86.0,85.0,143,140,137,140,140,140,60,59,58,58,58,59,238,278,323,369,379,376,315,298,285,267,264,265,447,424,392,364,357.0,359.0,-10.241917133067693,12.100297155615506,52.0,Mali,-10.2419,12.1003,Mali,12.1,-10.17,,,,,,2021-01-30,,,,,,0.0,-999.0,96.15,2.31,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,217.0,121.0,94.0,86.0,85.0,143,140,137,140,140,140,60,59,58,58,58,59,238,278,323,369,379,376,315,298,285,267,264,265,447,424,392,364,357.0,359.0,-10.241917133067693,12.100297155615506,52.0,Mali,-10.2419,12.1003,Mali,12.1,-10.17,,,,,,2021-01-31,,,,,,0.0,-999.0,96.15,2.53,5.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,217.0,121.0,94.0,86.0,85.0,143,140,137,140,140,140,60,59,58,58,58,59,238,278,323,369,379,376,315,298,285,267,264,265,447,424,392,364,357.0,359.0,-10.241917133067693,12.100297155615506,52.0,Mali,-10.2419,12.1003,Mali,12.1,-10.17,,,,,,2021-02-01,,,,,,0.0,-999.0,96.12,2.09,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,217.0,121.0,94.0,86.0,85.0,143,140,137,140,140,140,60,59,58,58,58,59,238,278,323,369,379,376,315,298,285,267,264,265,447,424,392,364,357.0,359.0,-10.241917133067693,12.100297155615506,52.0,Mali,-10.2419,12.1003,Mali,12.1,-10.17,,,,,,2021-02-02,,,,,,0.0,-999.0,96.16,2.2,4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,217.0,121.0,94.0,86.0,85.0,143,140,137,140,140,140,60,59,58,58,58,59,238,278,323,369,379,376,315,298,285,267,264,265,447,424,392,364,357.0,359.0,-10.241917133067693,12.100297155615506,52.0,Mali,-10.2419,12.1003,Mali,12.1,-10.17,,,,,,2021-02-03,,,,,,0.0,-999.0,96.18,1.38,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,217.0,121.0,94.0,86.0,85.0,143,140,137,140,140,140,60,59,58,58,58,59,238,278,323,369,379,376,315,298,285,267,264,265,447,424,392,364,357.0,359.0,-10.241917133067693,12.100297155615506,52.0,Mali,-10.2419,12.1003,Mali,12.1,-10.17,,,,,,2021-02-04,,,,,,0.0,-999.0,96.08,1.12,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,217.0,121.0,94.0,86.0,85.0,143,140,137,140,140,140,60,59,58,58,58,59,238,278,323,369,379,376,315,298,285,267,264,265,447,424,392,364,357.0,359.0,-10.241917133067693,12.100297155615506,52.0,Mali,-10.2419,12.1003,Mali,12.1,-10.17,,,,,,2021-02-05,,,,,,0.0,-999.0,96.07,1.45,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,217.0,121.0,94.0,86.0,85.0,143,140,137,140,140,140,60,59,58,58,58,59,238,278,323,369,379,376,315,298,285,267,264,265,447,424,392,364,357.0,359.0,-10.241917133067693,12.100297155615506,52.0,Mali,-10.2419,12.1003,Mali,12.1,-10.17,,,,,,2021-02-06,,,,,,0.0,-999.0,96.19,2.41,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,217.0,121.0,94.0,86.0,85.0,143,140,137,140,140,140,60,59,58,58,58,59,238,278,323,369,379,376,315,298,285,267,264,265,447,424,392,364,357.0,359.0,-10.241917133067693,12.100297155615506,52.0,Mali,-10.2419,12.1003,Mali,12.1,-10.17,,,,,,2021-02-07,,,,,,0.0,-999.0,96.17,3.21,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,217.0,121.0,94.0,86.0,85.0,143,140,137,140,140,140,60,59,58,58,58,59,238,278,323,369,379,376,315,298,285,267,264,265,447,424,392,364,357.0,359.0,-10.241917133067693,12.100297155615506,52.0,Mali,-10.2419,12.1003,Mali,12.1,-10.17,,,,,,2021-02-08,,,,,,0.0,-999.0,96.14,2.16,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,217.0,121.0,94.0,86.0,85.0,143,140,137,140,140,140,60,59,58,58,58,59,238,278,323,369,379,376,315,298,285,267,264,265,447,424,392,364,357.0,359.0,-10.241917133067693,12.100297155615506,52.0,Mali,-10.2419,12.1003,Mali,12.1,-10.17,,,,,,2021-02-09,,,,,,0.0,-999.0,96.07,2.51,5.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,217.0,121.0,94.0,86.0,85.0,143,140,137,140,140,140,60,59,58,58,58,59,238,278,323,369,379,376,315,298,285,267,264,265,447,424,392,364,357.0,359.0,-10.241917133067693,12.100297155615506,52.0,Mali,-10.2419,12.1003,Mali,12.1,-10.17,,,,,,2021-02-10,,,,,,0.0,-999.0,96.1,2.53,4.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,217.0,121.0,94.0,86.0,85.0,143,140,137,140,140,140,60,59,58,58,58,59,238,278,323,369,379,376,315,298,285,267,264,265,447,424,392,364,357.0,359.0,-10.241917133067693,12.100297155615506,52.0,Mali,-10.2419,12.1003,Mali,12.1,-10.17,,,,,,2021-02-11,,,,,,0.0,-999.0,96.04,2.39,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,217.0,121.0,94.0,86.0,85.0,143,140,137,140,140,140,60,59,58,58,58,59,238,278,323,369,379,376,315,298,285,267,264,265,447,424,392,364,357.0,359.0,-10.241917133067693,12.100297155615506,52.0,Mali,-10.2419,12.1003,Mali,12.1,-10.17,,,,,,2021-02-12,,,,,,0.0,-999.0,95.94,1.67,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,217.0,121.0,94.0,86.0,85.0,143,140,137,140,140,140,60,59,58,58,58,59,238,278,323,369,379,376,315,298,285,267,264,265,447,424,392,364,357.0,359.0,-10.241917133067693,12.100297155615506,52.0,Mali,-10.2419,12.1003,Mali,12.1,-10.17,,,,,,2021-02-13,,,,,,0.0,-999.0,95.84,1.4,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,217.0,121.0,94.0,86.0,85.0,143,140,137,140,140,140,60,59,58,58,58,59,238,278,323,369,379,376,315,298,285,267,264,265,447,424,392,364,357.0,359.0,-10.241917133067693,12.100297155615506,52.0,Mali,-10.2419,12.1003,Mali,12.1,-10.17,,,,,,2021-02-14,,,,,,0.0,-999.0,95.8,1.38,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,217.0,121.0,94.0,86.0,85.0,143,140,137,140,140,140,60,59,58,58,58,59,238,278,323,369,379,376,315,298,285,267,264,265,447,424,392,364,357.0,359.0,-10.241917133067693,12.100297155615506,52.0,Mali,-10.2419,12.1003,Mali,12.1,-10.17,,,,,,2021-02-15,,,,,,0.0,-999.0,95.78,1.02,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,217.0,121.0,94.0,86.0,85.0,143,140,137,140,140,140,60,59,58,58,58,59,238,278,323,369,379,376,315,298,285,267,264,265,447,424,392,364,357.0,359.0,-10.241917133067693,12.100297155615506,52.0,Mali,-10.2419,12.1003,Mali,12.1,-10.17,,,,,,2021-02-16,,,,,,0.1,-999.0,95.88,2.57,5.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,217.0,121.0,94.0,86.0,85.0,143,140,137,140,140,140,60,59,58,58,58,59,238,278,323,369,379,376,315,298,285,267,264,265,447,424,392,364,357.0,359.0,-10.241917133067693,12.100297155615506,52.0,Mali,-10.2419,12.1003,Mali,12.1,-10.17,,,,,,2021-02-17,,,,,,1.26,-999.0,96.06,1.6,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,217.0,121.0,94.0,86.0,85.0,143,140,137,140,140,140,60,59,58,58,58,59,238,278,323,369,379,376,315,298,285,267,264,265,447,424,392,364,357.0,359.0,-10.241917133067693,12.100297155615506,52.0,Mali,-10.2419,12.1003,Mali,12.1,-10.17,,,,,,2021-02-18,,,,,,0.06,-999.0,96.16,1.85,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,217.0,121.0,94.0,86.0,85.0,143,140,137,140,140,140,60,59,58,58,58,59,238,278,323,369,379,376,315,298,285,267,264,265,447,424,392,364,357.0,359.0,-10.241917133067693,12.100297155615506,52.0,Mali,-10.2419,12.1003,Mali,12.1,-10.17,,,,,,2021-02-19,,,,,,0.01,-999.0,96.25,1.1,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,217.0,121.0,94.0,86.0,85.0,143,140,137,140,140,140,60,59,58,58,58,59,238,278,323,369,379,376,315,298,285,267,264,265,447,424,392,364,357.0,359.0,-10.241917133067693,12.100297155615506,52.0,Mali,-10.2419,12.1003,Mali,12.1,-10.17,,,,,,2021-02-20,,,,,,0.0,-999.0,96.27,2.1,4.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,217.0,121.0,94.0,86.0,85.0,143,140,137,140,140,140,60,59,58,58,58,59,238,278,323,369,379,376,315,298,285,267,264,265,447,424,392,364,357.0,359.0,-10.241917133067693,12.100297155615506,52.0,Mali,-10.2419,12.1003,Mali,12.1,-10.17,,,,,,2021-02-21,,,,,,0.0,-999.0,96.14,2.39,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,217.0,121.0,94.0,86.0,85.0,143,140,137,140,140,140,60,59,58,58,58,59,238,278,323,369,379,376,315,298,285,267,264,265,447,424,392,364,357.0,359.0,-10.241917133067693,12.100297155615506,52.0,Mali,-10.2419,12.1003,Mali,12.1,-10.17,,,,,,2021-02-22,,,,,,0.0,-999.0,96.13,3.28,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
